Title,Year,Type_Long,Type,Link
¿Cómo fue el 2021?,2022,Blog post,Blog post,
10 reglas para organizar un club de lectura (on-line) exitoso,2022,Blog post,Blog post,
10 reglas para organizar un Club de Lectura (on-line) exitoso (Alejandra Bellini and Yanina Noemi Bellini Saibene). LatinR 2022.,2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_2983.pdf
10 reglas para organizar un Club de Lectura (on-line) exitoso.,2022,Blog post,Blog post,
10 reglas para organizar un Club de Lectura (on-line) exitoso. - Parte II,2022,Blog post,Blog post,
300 (three hundred),2022,Blog post,Blog post,
300 (trescientos),2022,Blog post,Blog post,
A map of my readers,2022,Blog post,Blog post,
Análisis de escenarios. ¿Qué podemos hacer cuando las cosas no van tan bien en el aula?,2022,Blog post,Blog post,
"Aprendizaje on-line sincrónico, asincrónico, bicrónico",2022,Blog post,Blog post,
Building inclusive communities. The Latin American R Community,2022,Blog post,Blog post,
Cada vez que enseño aprendo algo nuevo - Greg Wilson,2022,Blog post,Blog post,
Call for Tutorials - More resources,2022,Blog post,Blog post,
Call for Tutorials - The form,2022,Blog post,Blog post,
Chat-based sprint meeting,2022,Blog post,Blog post,
Clase teórica on-line,2022,Blog post,Blog post,
Club de Lectura de Enseñar Tecnología en Comunidad,2022,Blog post,Blog post,
Como determinar cuanto cobrar,2022,Blog post,Blog post,
Cómo ganarse la vida enseñando R (Yanina Noemi Bellini Saibene and Greg Wilson) . LatinR 2022.,2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_1979.pdf
Cómo participar en rOpenSci,2022,Blog post,Blog post,
Conclusiones del primer encuentro del Club de Lectura,2022,Blog post,Blog post,
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 1,2022,Blog post,Blog post,
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 2,2022,Blog post,Blog post,
Cosas que pasaron en las aulas virtuales y como las resolvimos - Entrega 3,2022,Blog post,Blog post,
Cuarto Encuentro del Club de Lectura Enseñando Tecnología en Comunidad,2022,Blog post,Blog post,
Dándote a conocer,2022,Blog post,Blog post,
Empezando a enseñar,2022,Blog post,Blog post,
Enseñando programación,2022,Blog post,Blog post,
Gaps & Opportunities for Inclusive Multilingual Data Science,2022,Blog post,Blog post,
Haciendo revisiones con GitHub,2022,Blog post,Blog post,
How 2021 went?,2022,Blog post,Blog post,
How carpentries help me to teach to 300 students.Carpentry Con,2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
How to Participate with rOpenSci,2022,Blog post,Blog post,
Identidad visual 2022. Renovarnos con la misma esencia,2022,Blog post,Blog post,
"Internal R packages for Open Science in Agrometeorology.Yanina Bellini Saibene, Natalia Gattinoni, Paola Corrales, Elio Campitelli y Gabriel Rodriguez. FOSDEM 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
"Introducing rOpenSci new Community Manager, Yanina Bellini Saibene",2022,Blog post,Blog post,
La Guía del Viajero al Aprendizaje Automático Responsable,2022,Translations,Translations,https://yabellini.netlify.app/project/rml_es/
Leyendo muchos archivos markdown de varias carpetas y extrayendo datos de su YAML,2022,Blog post,Blog post,
"Mapas conceptuales, una herramienta de múltiples formas y usos",2022,Blog post,Blog post,
"MetaDocencia: enseñando a enseñar estadística y ciencia de datos online : Laura Ación, Yanina Bellini Saibene, Mine Dogucu, Nicolas Palopoli, Elio Campitelli, Paola Corrales, Patricia Loto",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,http://iase-web.org/icots/11/proceedings/pdfs/ICOTS11_285_ACIN.pdf?1669865550
Metadocencia. Nurturing educators in Spanish-speaking research communities,2022,Blog post,Blog post,
MiR Community Highlights. Yanina Bellini Saibene.,2022,Blog post,Blog post,
Notas adhesivas cuando enseñas (on-line),2022,Blog post,Blog post,
Organizando una clase práctica online,2022,Blog post,Blog post,
Organizing a practical class online,2022,Blog post,Blog post,
"Organizing inclusive conferences with the community (Rocio Joo, Andrea Sánchez-Tapia, Sara Mortara, Yanina Bellini Saibene, Heather Turner, Dorothea Hug Peter, Natalia Soledad Morandeira, Matt Bannert, Batool Almazrouq, Elizabeth Hare, Laura Ación, Juan Pablo Narváez-Gómez, Marcela Alfaro Córdoba, Federico Marini, Rita Giordano, Silvia Canelón,  Anicet Ebou, Adithi Upadhya, Joselyn Chávez and Janani Ravi). LatinR 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_5946.pdf
Organizing Tutorials,2022,Blog post,Blog post,
"Presentamos a la nueva Community Manager de rOpenSci, Yanina Bellini Saibene",2022,Blog post,Blog post,
Quinto encuentro del Club de lectura. La pedagogía del contenido.,2022,Blog post,Blog post,
Reunión de sprint por chat,2022,Blog post,Blog post,
Revisiting my 2022 to-don't list,2022,Blog post,Blog post,
Scenario analysis. What to do when thing do not go so well in the classroom?,2022,Blog post,Blog post,
"Septimo encuentro del Club de lectura. Comunidad, comunicación y reuniones",2022,Blog post,Blog post,
Sexto encuentro del Club de lectura. Enseñando en persona y on-line.,2022,Blog post,Blog post,
"Sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de La Pampa. Juan Pablo Ferrandez, Natalia Gatinoni, Romina Mezher, María José Pizarro, Lorena Verónica Carreño, Rosario Olguín Paez, María Laura Belmonte, Yanina Bellini Saibene. LatinR 2022.",2022,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2022/blob/main/papers/LatinR2022_propuesta_8859.pdf
Sticky notes when teaching (on-line),2022,Blog post,Blog post,
Tercer encuentro del Club de Lectura. Arquitectura cognitiva y aprendizaje Individual,2022,Blog post,Blog post,
The Call for Tutorials Proposal,2022,Blog post,Blog post,
Traducción de los contenidos de MetaDocencia,2022,Blog post,Blog post,
Un cambio de imagen y de estrategia de comunicación en Metadocencia,2022,Blog post,Blog post,
Un club de lectura para seguir aprendiendo a enseñar,2022,Blog post,Blog post,
Un mapa de mis lectores,2022,Blog post,Blog post,
"“Precipitation estimations based on remote sensing compared with data from weather stations over agricultural region of Argentina pampas”. Ovando, Gustavo Gabriel; Sayago, Silvina; Bellini Saibene, Yanina Noemi; Belmonte, María Laura; Bocco, Mónica; Remote Sensing Applications: Society and Environment 23 : Article 100589. (August 2021). Elsevier. ISSN: 2021-08-01.",2021,Journals,Journals,
"{agromet}: un paquete en R para el análisis de datos meteorológicos. N. Gattinoni, P. Corrales, E. Campitelli, Y. Bellini, G. Rodriguez. ANALES DE CAI 2021. CONGRESO ARGENTINO DE AGROINFORMATICA (JAIIO). ISSN 2525-0949",2021,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://50jaiio.sadio.org.ar/pdfs/cai/CAI-05.pdf
"agromet: un paquete para el análisis de datos meteorológicos - Natalia Gattinoni, Paola Corrales, Elio Campitelli, Yanina Bellini y Gabriel Rodriguez. Yanina Bellini Saibene. Actas de LatinR 2021. https://github.com/LatinR/presentaciones-LatinR2021",2021,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
Application for The Capentries Executive Council 2021 elections,2021,Blog post,Blog post,
Creando tu r-universe,2021,Blog post,Blog post,
Empaquetando tutoriales,2021,Blog post,Blog post,
Enseñando a enseñar entre comunidades en español,2021,Blog post,Blog post,
"Enseñar Tecnología en Comunidad. Wilson, G. (2021). Enseñar tecnología en comunidad. Cómo crear y dar lecciones que funcionen y construir una comunidad docente a su alrededor [Teaching Tech Together. How to create and deliver lessons that work and build a teaching community around them] (Traducción al español: Y. Bellini Saibene, N. S. Morandeira, P. Corrales, L. Acion, M. Dermit, Y. Sosa, J. Benitez Saldivar, Z. Bazurto, S. Canelón, L. Canaviri Maydana, M. Alonso, A. Bellini, P. Minotti, R. Chirinos, P. Rojas, N. Stroud, R. N. Villafañe, P. Loto, A. L. Diedrich, Y. Terrazas-Carafa & L. Rodríguez Planes). https://teachtogether.tech/es/ (Trabajo original publicado en 2019).",2021,Translations,Translations,https://educarencomunidad.tech/
Feliz día del padre,2021,Blog post,Blog post,
"Hacia una red de práctica sobre comunidades de práctica. #noviembreHD. Cuarto congreso de la Asociación Argentina de Humanidades Digitales (AAHD). Humanidades Digitales en tiempos convulsos. AAHD - 2021 Vol. 1 - N° 1. Asociación Argentina de Humanidades Digitales, Buenos Aires. Yanina BELLINI SAIBENE, Rita MALANO, Silvia ENRÍQUEZ y Ricardo PLUSS (2021)",2021,Journals,Journals,
Haciendo videos para nuestras clases,2021,Blog post,Blog post,
Happy Father's Day,2021,Blog post,Blog post,
INTA Anguil participa de Congreso Internacional sobre uso de R,2021,Noticia,Blog post,https://inta.gob.ar/noticias/inta-anguil-participa-de-congreso-internacional-sobre-uso-de-r
La comunidad latinoamericana en useR! 2021,2021,Blog post,Blog post,
Learnres. Un paquete de plantillas para tutoriales en español,2021,Blog post,Blog post,
List of events in which I participated this year,2021,Blog post,Blog post,
Listado de directorios de mujeres oradoras,2021,Blog post,Blog post,
Listado de eventos en los que participé este año,2021,Blog post,Blog post,
Mi aplicación para las elecciones del Consejo Ejecutivo de The Capentries 2021,2021,Blog post,Blog post,
Missing narratives in discussions around diversity and inclusion in research software engineering - SeptembRSE,2021,Blog post,Blog post,
Panel Narrativas faltantes en las discusiones sobre diversidad e inclusión en SeptembRSE,2021,Blog post,Blog post,
"R-Ladies. Building, Growing, and Sustaining a Community  - WSDS 2021",2021,Blog post,Blog post,
"R-Ladies. Construir, hacer crecer y mantener una comunidad - WSDS 2021",2021,Blog post,Blog post,
Recursos para armar charlas,2021,Blog post,Blog post,
Recursos para explorar y aprender learnr,2021,Blog post,Blog post,
Resources to build talks,2021,Blog post,Blog post,
Teaching to teach between communities in Spanish,2021,Blog post,Blog post,
The Latin America Community at useR! 2021,2021,Blog post,Blog post,
Tipos de Documentación de acuerdo al nivel de conocimiento,2021,Blog post,Blog post,
Tracking Impact and Measuring Success in Data Education Events,2021,Blog post,Blog post,
"Tracking Impact and Measuring Success in Data Education Events. E. Lescak,B. Duckles,Y. Yehudi,R. Shaikh,L. Alanis,C. Martinez,Y.Bellini,E. Plomp. CSVConf 2021.",2021,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
Un conjunto de paquetes para generar tutoriales interactivos para enseñar R. Yanina Bellini Saibene. Actas de LatinR 2021. https://github.com/LatinR/presentaciones-LatinR2021,2021,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
"useR! Knowledgebase. 2021. Sánchez-Tapia A, Tamir N, Moy Das S, Bellini Saibene Y, Joo R, Morandeira N, et al. Available from: https://rconf.gitlab.io/userknowledgebase/",2021,Book,Book,
Women Speaker Directory Listing,2021,Blog post,Blog post,
¿Cómo armar salas pequeñas en Zoom?,2020,Blog post,Blog post,
¿Porqué necesitas tener una página web personal?,2020,Blog post,Blog post,
A crazy year in review,2020,Blog post,Blog post,
Adaptando el material de MetaDocencia para el Centro Regional La Pampa - San Luis,2020,Blog post,Blog post,
"Análisis de la participación de la mujer en 10 años del Congreso de Agroinformática en Argentina. Electronic Journal of SADIO. Edición Especial sobre los 10 años del Congreso Argentino de Agroinformática Vol. 19 Núm. ISSN 1514-6774. Argentina. Bellini Saibene, Y., Cock, M., & Lozza, A.",2020,Journals,Journals,
"Birds of a feather, drawn together",2020,Blog post,Blog post,
Building capacities to teach data science in Latin America,2020,Blog post,Blog post,
Cambiando el diseño visual de los tutoriales,2020,Blog post,Blog post,
"Communities of Practice in Latin America: R and Friends. L. Acion, N. Alarcón, M. Alfaro Córdoba, Z. Bazurto Blacio, Y. Bellini Saibene, M. Benítez Saldívar, E. Campitelli, O. Castillo, J. Chávez, L. Collado Torres, P. Corrales, et al. useR2020. St. Louis, USA",2020,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
Cómo colaborar con MetaDocencia,2020,Blog post,Blog post,
Compartiendo trabajo en tiempo real durante tu clase,2020,Blog post,Blog post,
Compartir material educativo y mantener la autoría.,2020,Blog post,Blog post,
Comunidades de Práctica en América Latina. R y Colegas,2020,Blog post,Blog post,
Configurando opciones de seguridad en Zoom,2020,Blog post,Blog post,
Convocatoria a la Jornadas Argentinas de Informática 2020,2020,Noticia,Blog post,https://inta.gob.ar/noticias/convocatoria-a-la-jornadas-argentinas-de-informatica-2020
"Cosechando Datos. Desarrollos para la agricultura en la era digital. Electronic Journal of SADIO. Edición Especial sobre los 10 años del Congreso Argentino de Agrolnformática Vol. 19 Núm. ISSN 1514-6774. 2020. Argentina. Bellini Saibene, Y., Caldera, J., & Ramos, L.",2020,Journals,Journals,
Creando una página web bilingüe en R,2020,Blog post,Blog post,
Desarrollando capacidades para enseñar ciencia de datos en América Latina,2020,Blog post,Blog post,
"Diez Años del Congreso Argentino de Agroinformática: Un Análisis Histórico del Alcance Geográfico y Redes de Colaboración. Electronic Journal of SADIO. Edición Especial sobre los 10 años del Congreso Argentino de Agroinformática Vol.19 Núm. ISSN 1514-6774. Argentina. da Silva Camargo, S., Bidese de Pinho, L., Bosch, M., Machado, C., & Bellini Saibene, Y.",2020,Journals,Journals,
El balance de un año loco,2020,Blog post,Blog post,
El pizarrón en la virtualidad. Whiteboard.fi,2020,Blog post,Blog post,
Generando tutoriales interactivos con el paquete learnr,2020,Blog post,Blog post,
Informe de granizo en La Pampa,2020,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/informe-de-granizo-en-la-pampa
Informe de la tormenta de viento del día 18 de Diciembre de 2020 en La Pampa.,2020,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/informe-de-la-tormenta-de-viento-del-dia-18-de-diciembre-de-2020-en-la-pampa
"Investigadora de INTA Anguil participa de Metadociencia, un proyecto para capacitar a docentes en educación virtual",2020,Noticia,Blog post,https://inta.gob.ar/noticias/investigadora-de-inta-anguil-participa-de-metadociencia-un-proyecto-para-capacitar-a-docentes-en-educacion-virtual-0
Latin American communities and organizations useR!2020 video,2020,Blog post,Blog post,
Mapas conceptuales en un tutorial interactivo,2020,Blog post,Blog post,
"Meet MetaDocencia: Volunteer Community Building for Teaching in Spanish, Online, and on Short Notice. Open Education Conference 2020. Nicolas Palopoli, Elio Campitelli, Laura Acion, Paola Corrales, Yanina Bellini Saibene.",2020,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
Nuestro primer mes enseñando a enseñar,2020,Blog post,Blog post,
Nueva Convocatoria para el Congreso Argentino de Agroinformatica 2020,2020,Noticia,Blog post,https://inta.gob.ar/noticias/nueva-convocatoria-para-el-congreso-argentino-de-agroinformatica-2020
Obtaining RStudio certification. A shared path.,2020,Blog post,Blog post,
Obteniendo la certificación de RStudio. Un camino compartido.,2020,Blog post,Blog post,
Our first month teaching to teach,2020,Blog post,Blog post,
Packaging interactive tutorials,2020,Blog post,Blog post,
Primeros pasos de Git con R,2020,Blog post,Blog post,
"R-Ladies Global, a worldwide organisation to promote gender diversity in the R community. Yanina Bellini Saibene, Claudia Vitolo, Erin LeDell, Hannah Frick y Laura Acion. EGU General Assembly 2020. On-Line (Viena). https://doi.org/10.5194/egusphere-egu2020-20530.",2020,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
Receta para un video de fin de año,2020,Blog post,Blog post,
Recipe for a year-end video,2020,Blog post,Blog post,
Recursos digitales para la enseñanza y el aprendizaje colaborativo online,2020,Blog post,Blog post,
Share educational material and maintain authorship.,2020,Blog post,Blog post,
Tutoriales interactivos y personas tipo,2020,Blog post,Blog post,
Un día en la vida de un ayudante de clase on-line,2020,Blog post,Blog post,
Un mapa conceptual sobre {learnr},2020,Blog post,Blog post,
Un paquete para aprender ggplot2,2020,Blog post,Blog post,
Alumnos del Liceo Informático visitaron INTA Anguil,2019,Noticia,Blog post,https://inta.gob.ar/noticias/alumnos-del-liceo-informatico-visitaron-inta-anguil
"Análise das Tendências de pesquisa no Congresso de Agroinformática da Argentina: um estudo regional. Alfredo Parteli Gomes, Bruno Ernesto Techera da Motta, Sandro da Silva Camargo, Yanina Bellini Saibene. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-18.pdf
Análisis de la participación de la mujer en la informática aplicada al sector agropecuario en Argentina. Yanina Bellini Saibene and Marina Cock. LatinR 2019.,2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2019/blob/master/presentaciones/LatinR2019_paper_49.pdf
Análisis de las precipitaciones del 19 de agosto en La Pampa utilizando el Radar meteorológico,2019,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/analisis-de-las-precipitaciones-del-19-de-agosto-en-la-pampa-utilizando-el-radar-meteorologico
Campaña de Twitter de R-Ladies IWD 2019. Explicando el proyecto de twitter para el IWD 2019,2019,Blog post,Blog post,
Comunidades de práctica en américa latina. Mesa temática. BLatinR 2019.,2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2019#mesa-tem%C3%A1tica-comunidades---presentaci%C3%B3n-laura-acion
Congreso Argentino de Agroinformática 2019 - Prórroga para presentar trabajos,2019,Noticia,Blog post,https://inta.gob.ar/noticias/congreso-argentino-de-agroinformatica-2019-prorroga-para-presentar-trabajos
"Conjunto de datos de imágenes etiquetadas para el desarrollo de aplicaciones de reconocimiento de patrones en el cultivo de girasol. Alexandra Dillchneider, Javier Berger, Yanina Bellini Saibene, Elke Noellemeyer. Congreso Argentino de AgroInformática 2019 ",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-29.pdf
"Conjunto de datos de resultados de la Red Nacional de Cultivares de Girasol de INTA. Juan Marcelo Caldera, Daniel Funaro, Lucio García, Julian Muñoz, Joaquin Seitz, Yanina Noemi Bellini Saibene. Congreso Argentino de AgroInformática 2019 ",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-28.pdf
"Evaluación del desempeño de productos satelitales para estimar evapotranspiración en la región pampeana (Argentina). Miguel Nolasco, Silvina Sayago, Gustavo Ovando, Yanina Bellini, Maria Laura Belmonte, Mónica Bocco. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-02.pdf
"Eventos meteorológicos que contribuyeron a excesos hídricos en La Pampa y su impacto en las actividades agropecuarias. de La Pampa. Una mirada multidisciplinar. Eventos meteorológicos que contribuyeron a excesos hídricos en La Pampa y su impacto en las actividades agropecuarias. Capítulo 3 en el libro Las inundaciones en el Noreste de la provincia de La Pampa. Una mirada multidisciplinar. EdUNLPam. ISBN: 978-950-863-355-2Belmonte, M.; Gattinoni, N.; Godoy, A.; Bellini Saibene, Y.; Fuentes, M.",2019,Book Chapters,Book Chapters,
Generando una nube de palabras con R,2019,Blog post,Blog post,
"Geo tecnologías para el seguimiento de inundaciones en La Pampa. Geo tecnologías para el seguimiento de inundaciones en La Pampa. Capítulo 10 en el libro Las inundaciones en el Noreste de la provincia de La Pampa. Una mirada multidisciplinar. EdUNLPam. ISBN: 978-950-863-355-2 Bellini Saibene, Y.; Julio César Fernández",2019,Book Chapters,Book Chapters,
Horizonte agropecuario pampeano puntano Nº 117,2019,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-117
"Insights from the recent R community development and growth in Latin America. useR2019. 2019. Toulouse, France. L. Acion, Y. Bellini Saibene, E. Campitelli, P. Corrales, F. D'Andrea, N. da Silva, G. de Queiroz, D. Kozlowski, R. Quiroga",2019,Journals,Journals,
"Insights from the recent R user community development and growth in Latin America. L Ación, Y Bellini, E Campitelli, P Corrales, F D’Andrea, N da Silva, G de Queiroz, D Kozlowski, R Quiroga. useR2019. 2019. Toulouse, France.",2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
IWD 2019 Twitter Action.,2019,Blog post,Blog post,
La Ciencia de Datos al servicio del Agro,2019,Blog post,Blog post,
Nueva Convocatoria del Congreso Argentino de Agroinformatica 2019,2019,Noticia,Blog post,https://inta.gob.ar/noticias/nueva-convocatoria-del-congreso-argentino-de-agroinformatica-2019
"Quién es Quién en la Agroinformática Argentina. Congreso Argentino de AgroInformática 2019. Sandro da Silva Camargo, Leonardo Bidese de Pinho, Yanina Bellini Saibene.",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-06.pdf
"R para Ciencia de Datos. Marcela Alfaro, Mónica Alonso, Fernando Álvarez, Zulemma Bazurto, Yanina Bellini, Juliana Benítez, María Paula Caldas, Elio Campitelli, Florencia D’Andrea, Rocío Espada, Joshua Kunst, Patricia Loto, Pamela Matías, Lina Moreno, Paola Prieto, Riva Quiroga, Lucía Rodríguez, Mauricio Vargas, Daniela Vázquez, Melina Vidoni, Roxana N. Villafañe.",2019,Translations,Translations,https://es.r4ds.hadley.nz/
Resultados del 11º Congreso de AgroInformática 2019,2019,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-11o-congreso-de-agroinformatica-2019
Se firmó un convenio de colaboración con la Facultad de Agronomía,2019,Noticia,Blog post,https://inta.gob.ar/noticias/se-firmo-un-convenio-de-colaboracion-con-la-facultad-de-agronomia
Seminario INTA Anguil: Técnicas de Análisis de Redes Sociales para estudiar la colaboración científica,2019,Noticia,Blog post,https://inta.gob.ar/noticias/seminario-inta-anguil-tecnicas-de-analisis-de-redes-sociales-para-estudiar-la-colaboracion-cientifica
"“Clasificación de Sistemas Productivos Preponderantes utilizando técnicas de agrupamiento para la estimación de emisiones de Gases de Efecto Invernadero”. LOZZA, Anabella; BELLINI SAIBENE, Yanina; LORDA, Héctor. Revista Eletrônica Argentina-Brasil de Tecnologias da Informação e da Comunicação, [S.l.], v. 1, n. 8, abr. 2018. ISSN 2446-7634. Disponível em: <https://revistas.setrem.com.br/index.php/reabtic/article/view/295>. Acesso em: 19 maio 2018. doi: http://dx.doi.org/10.5281/zenodo.1228469.",2018,Journals,Journals,https://inta.gob.ar/documentos/clasificacion-de-sistemas-productivos-preponderantes-utilizando-tecnicas-de-agrupamiento-para-la-estimacion-de-emisiones-de-gases-de-efecto-invernadero
10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/10-anos-del-congreso-de-agroinformatica
Análisis de la tormenta del 10 de Diciembre en La Pampa utilizando el RADAR Meteorológico,2018,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/analisis-de-la-tormenta-del-10-de-diciembre-en-la-pampa-utilizando-el-radar-meteorologico
"Cambio climático y ganadería bovina: desafíos y oportunidades. Lozza, Anabella, Bellini Saibene, Yanina. Informe Ganadero Nº 941. Ano 36. Buenos Aires. Abril 27 de 2018.",2018,Popular science articles,Popular science articles,
"Caracterización de las principales especies forrajeras de un pastizal natural al este del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Loza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
"Caracterización de las principales especies forrajeras de un pastizal natural al sur del Departamento Loventué (La Pampa). Poey, M.S., Stefanazzi, I.N., Molina, M.J., Breit, M.A., Torrado, J.J., Lux, J.M., Bellini Saibene, Y., y Lozza, A. VIII Congreso Nacional sobre Manejo de Pastizales Naturales- IV Congreso del Mercosur sobre Manejo de Pastizales Naturales. 15,16 y 17 de Mayo de 2018. La Rioja, Argentina. Aceptado para Poster.",2018,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,
"Comparación de características de emisiones de gases de efecto invernadero entre cuatro sistemas ganaderos predominates. Bellini Saibene, Yanina.  Lozza, Anabella. Horizonte Agropecuario Pampeano-Puntano. Nº 114. Mayo 2018. 2016. ISSN: 0327-3180. Ediciones INTA.",2018,Popular science articles,Popular science articles,
Concurso por los 10 años del Congreso de AgroInformática,2018,Noticia,Blog post,https://inta.gob.ar/noticias/concurso-por-los-10-anos-del-congreso-de-agroinformatica
Horizonte agropecuaria pampeano puntano Nº 114 Mayo 2018,2018,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuaria-pampeano-puntano-no-114-mayo-2018
Introducción a las nuevas tecnologías. Zinda Roberto; Lorena Carreño; Celeste Martínez Uncal; Yanina Noemí Bellini Saibene. “Introducción a las nuevas tecnologías”. Capítulo 1 del libro “Potencialidades de las nuevas tecnologías en el agropampeano”. ISBN 978-987-521-949-6. Ediciones INTA. Septiembre de 2018.,2018,Book Chapters,Book Chapters,https://inta.gob.ar/documentos/potencialidades-de-las-nuevas-tecnologias-en-el-agropampeano
Oferta hídrica y problemática de escasez en la cuenca del rio colorado. Roberto Mariano; Fernanda Gaspari; Yanina Bellini. 5º Congreso Pampeano del Agua. Marzo de 2018. Aceptado para Exposición Oral.,2018,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Oportunidades ante el cambio climático. Lozza, Anabella, Bellini Saibene, Yanina. La Arena del Campo. 20 de Enero de 2018.",2018,Popular science articles,Popular science articles,
Resultados del 10º Congreso Argentino de AgroInformática 2018,2018,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-10o-congreso-argentino-de-agroinformatica-2018
Se desarrolló en Santa Rosa el primer workshop de Inundaciones,2018,Noticia,Blog post,https://inta.gob.ar/noticias/se-desarrollo-en-santa-rosa-el-primer-workshop-de-inundaciones
"“Breve introducción a las tormentas de granizo, el daño en cultivo, los radares meteorológicos y las técnicas de Minería de Datos”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,
"“Clasificación de daño en cultivos por granizo utilizando técnicas de Data Mining”. Bellini Saibene, Yanina. en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,
"“Clasificación de sistemas ganaderos preponderantes para estimar emisiones de gases de efecto invernadero”. Lozza, Anabella; Bellini Saibene, Yanina. (2017). Resumen 40° Congreso Argentino de Producción Animal. Revista Argentina de Producción Animal Vol 37 Supl. 1: 173-243. Pp 189. ISSN: 0326-0550.",2017,Journals,Journals,
"“Estimación de ocurrencia de granizo en superficie mediante datos de radar meteorológico utilizando técnicas de Data Mining”. Bellini Saibene, Yanina en Radar Meteorológico de la EEA Anguil. Contribuciones para su uso en el sector agropecuario. Publicación Técnica Nº 105. Mayo 2017. ISSN 0325-2132. Ediciones INTA.",2017,Journals,Journals,
